GENDER,AGE_GRP,JOB_NM,TRAVEL_TERM,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE,TRAVEL_COMPANIONS_NUM,TRAVEL_ID,REL_CD,COMPANION_GENDER,COMPANION_AGE_GRP,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,TRAVEL_MISSION_CHECK,MAJOR_TRANSPORT,TOTAL_MVMN_WON,MAJOR_ACTIVITY_TYPE,TOTAL_ACTIVITY_WON,TOTAL_WON
여,20,전문가 및 관련 종사자,한달,26350,47130,42110,자연 선호(중),자연 선호(강),자연 선호(강),중립,도시 선호(중),자연 선호(중),도시 선호(강),자연 선호(중),인천광역시,세종,부모 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",2,g_g012203,부모,여자,50대,교육/체험 프로그램 참가;신규 여행지 발굴;등반 여행;유흥/오락(나이트라이프),2023-09-08,2023-09-09,"등반 여행;야외 스포츠, 레포츠 활동;지역 축제/이벤트 참가",['캠핑카(자차 및 렌탈)'],83600.0,"['체험 활동 / 입장 및 관람', '휴식']",102900.0,186500.0
여,20,전문가 및 관련 종사자,한달,26350,47130,42110,자연 선호(중),자연 선호(강),자연 선호(강),중립,도시 선호(중),자연 선호(중),도시 선호(강),자연 선호(중),인천광역시,세종,부모 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",2,g_g012203,부모,남자,60대,교육/체험 프로그램 참가;신규 여행지 발굴;등반 여행;유흥/오락(나이트라이프),2023-09-08,2023-09-09,"등반 여행;야외 스포츠, 레포츠 활동;지역 축제/이벤트 참가",['캠핑카(자차 및 렌탈)'],83600.0,"['체험 활동 / 입장 및 관람', '휴식']",102900.0,186500.0
남,50,전문가 및 관련 종사자,1년,45110,44180,42210,자연 선호(강),중립,자연 선호(약),중립,도시 선호(약),중립,도시 선호(약),중립,경기도,충남,자녀 동반 여행,"역사 탐방, 문화적 경험 등 교육적 동기",2,g_g005271,자녀,남자,~9세이하,"교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;지역 문화예술/공연/전시시설 관람",2023-08-14,2023-08-18,"Well-ness 여행;테마파크, 놀이시설, 동/식물원 방문;교육/체험 프로그램 참가",['자가용(승용/승합/트럭 등등)'],55000.0,['취식'],491750.0,546750.0
남,50,전문가 및 관련 종사자,1년,45110,44180,42210,자연 선호(강),중립,자연 선호(약),중립,도시 선호(약),중립,도시 선호(약),중립,경기도,충남,자녀 동반 여행,"역사 탐방, 문화적 경험 등 교육적 동기",2,g_g005271,배우자,여자,40대,"교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;지역 문화예술/공연/전시시설 관람",2023-08-14,2023-08-18,"Well-ness 여행;테마파크, 놀이시설, 동/식물원 방문;교육/체험 프로그램 참가",['자가용(승용/승합/트럭 등등)'],55000.0,['취식'],491750.0,546750.0
남,40,판매 종사자,1년,26710,46130,46110,도시 선호(중),도시 선호(약),도시 선호(중),자연 선호(약),도시 선호(약),도시 선호(중),도시 선호(약),도시 선호(중),대구광역시,전남,나홀로 여행,새로운 경험 추구,0,g_g008421,없음,없음,없음,쇼핑;교육/체험 프로그램 참가;친환경 여행(플로깅 여행);역사 유적지 방문;지역 문화예술/공연/전시시설 관람,2023-09-09,2023-09-10,"야외 스포츠, 레포츠 활동;역사 유적지 방문;친환경 여행(플로깅 여행)","['KTX/SRT(고속열차)', '버스 + 지하철']",126700.0,['취식'],81600.0,208300.0
여,20,사무 종사자,1년,41820,11440,26350,자연 선호(중),자연 선호(강),자연 선호(강),도시 선호(중),자연 선호(중),자연 선호(약),도시 선호(강),자연 선호(강),경기도,대전,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g011972,없음,없음,없음,쇼핑;SNS 인생샷 여행,2023-09-16,2023-09-17,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;쇼핑","['KTX/SRT(고속열차)', '버스 + 지하철']",58100.0,['취식'],93600.0,151700.0
여,20,학생,한달,50130,50110,11680,중립,자연 선호(강),자연 선호(약),자연 선호(약),중립,자연 선호(약),자연 선호(약),도시 선호(약),광주광역시,전북,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g004476,친구,여자,20대,"쇼핑;온천/스파;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;역사 유적지 방문",2023-07-29,2023-07-31,"테마파크, 놀이시설, 동/식물원 방문;시티투어;쇼핑",['자가용(승용/승합/트럭 등등)'],39000.0,['취식'],250400.0,289400.0
여,20,학생,1년,50130,26350,11440,자연 선호(약),자연 선호(강),자연 선호(강),자연 선호(약),도시 선호(중),중립,자연 선호(중),도시 선호(중),충청남도,충남,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g008283,없음,없음,없음,"역사 유적지 방문;테마파크, 놀이시설, 동/식물원 방문;쇼핑;지역 문화예술/공연/전시시설 관람;신규 여행지 발굴",2023-09-01,2023-09-02,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;Well-ness 여행,['렌터카(승용/승합/버스 등등)'],49930.0,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']",44710.0,94640.0
남,50,전문가 및 관련 종사자,한달,42170,50110,43730,자연 선호(강),도시 선호(중),자연 선호(중),도시 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),도시 선호(중),서울특별시,충북,2인 가족 여행,여행 동반자와의 친밀감 및 유대감 증진,1,g_g001191,배우자,여자,50대,Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;친환경 여행(플로깅 여행);등반 여행,2023-06-04,2023-06-05,"등반 여행;신규 여행지 발굴;야외 스포츠, 레포츠 활동","['관광버스', '지하철']",97400.0,['단순 구경 / 산책 / 걷기'],52350.0,149750.0
남,20,학생,한달,11680,42110,41820,도시 선호(중),자연 선호(중),자연 선호(중),자연 선호(강),중립,중립,자연 선호(약),자연 선호(중),강원도,전북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g005982,연인,여자,20대,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람;유흥/오락(나이트라이프)",2023-08-13,2023-08-16,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;시티투어","['자가용(승용/승합/트럭 등등)', '택시']",95000.0,['취식'],348100.0,443100.0
여,30,기타,한달,50110,50130,26350,중립,자연 선호(강),자연 선호(강),도시 선호(약),자연 선호(중),자연 선호(약),자연 선호(중),도시 선호(중),전라북도,광주,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g009401,연인,남자,30대,"SNS 인생샷 여행;시티투어;야외 스포츠, 레포츠 활동",2023-08-27,2023-08-28,SNS 인생샷 여행;시티투어;지역 문화예술/공연/전시시설 관람,['자가용(승용/승합/트럭 등등)'],30000.0,['취식'],103600.0,133600.0
여,30,사무 종사자,한달,42150,26350,45130,중립,자연 선호(중),자연 선호(강),자연 선호(약),자연 선호(약),중립,자연 선호(중),도시 선호(중),대전광역시,전북,2인 가족 여행,여행 동반자와의 친밀감 및 유대감 증진,1,g_g011376,배우자,남자,30대,쇼핑;인플루언서 따라하기 여행;시티투어,2023-09-02,2023-09-03,SNS 인생샷 여행;시티투어;Well-ness 여행,['자가용(승용/승합/트럭 등등)'],50000.0,['취식'],109300.0,159300.0
여,20,학생,1년,26350,50130,42210,도시 선호(약),자연 선호(강),도시 선호(약),자연 선호(중),자연 선호(중),중립,도시 선호(중),중립,서울특별시,전남,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g000710,없음,없음,없음,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;시티투어;시티투어;테마파크, 놀이시설, 동/식물원 방문;지역 축제/이벤트 참가;온천/스파;유흥/오락(나이트라이프);드라마 촬영지 방문;Well-ness 여행;SNS 인생샷 여행;호캉스 여행;신규 여행지 발굴;인플루언서 따라하기 여행;쇼핑;등반 여행",2023-05-25,2023-05-28,"유흥/오락(나이트라이프);호캉스 여행;테마파크, 놀이시설, 동/식물원 방문","['KTX/SRT(고속열차)', '새마을/무궁화열차', '시내/마을버스']",49400.0,['취식'],137300.0,186700.0
여,40,전문가 및 관련 종사자,한달,50130,42830,26710,도시 선호(약),도시 선호(약),자연 선호(약),자연 선호(약),자연 선호(약),도시 선호(중),자연 선호(중),도시 선호(중),세종특별자치시,충남,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g002148,없음,없음,없음,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행;친환경 여행(플로깅 여행)",2023-06-11,2023-06-12,드라마 촬영지 방문;반려동물 동반 여행;친환경 여행(플로깅 여행),['자가용(승용/승합/트럭 등등)'],30000.0,['휴식'],41000.0,71000.0
남,20,학생,1년,44130,42150,50130,도시 선호(중),자연 선호(강),자연 선호(중),도시 선호(중),자연 선호(강),중립,도시 선호(강),자연 선호(중),경기도,충남,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g005461,연인,여자,20대,"쇼핑;온천/스파;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;지역 문화예술/공연/전시시설 관람",2023-08-16,2023-08-19,온천/스파;역사 유적지 방문;쇼핑,['버스 + 지하철'],28800.0,['취식'],176814.0,205614.0
여,20,학생,한달,11560,50130,42190,도시 선호(약),중립,자연 선호(약),중립,중립,도시 선호(약),자연 선호(약),도시 선호(중),경기도,대전,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g003917,없음,없음,없음,쇼핑;SNS 인생샷 여행;인플루언서 따라하기 여행,2023-07-08,2023-07-09,쇼핑;SNS 인생샷 여행;인플루언서 따라하기 여행,"['새마을/무궁화열차', '지하철']",22900.0,"['취식', '환승/경유', '휴식']",85000.0,107900.0
남,40,관리자,1년,42150,46110,47940,자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(강),자연 선호(약),자연 선호(약),자연 선호(중),도시 선호(약),서울특별시,전남,나홀로 여행,새로운 경험 추구,0,g_g000726,없음,없음,없음,Well-ness 여행;SNS 인생샷 여행;호캉스 여행;신규 여행지 발굴;인플루언서 따라하기 여행,2023-06-06,2023-06-09,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;온천/스파",['택시'],49100.0,"['단순 구경 / 산책 / 걷기', '취식']",108320.0,157420.0
여,20,사무 종사자,한달,26230,11440,29140,도시 선호(중),도시 선호(약),자연 선호(중),도시 선호(중),도시 선호(중),도시 선호(약),자연 선호(약),도시 선호(중),부산광역시,대전,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g011851,없음,없음,없음,"테마파크, 놀이시설, 동/식물원 방문;시티투어;지역 문화예술/공연/전시시설 관람;Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행;친환경 여행(플로깅 여행);쇼핑",2023-09-16,2023-09-17,시티투어;쇼핑;신규 여행지 발굴,"['KTX/SRT(고속열차)', '새마을/무궁화열차', '지하철', '택시']",72490.0,['환승/경유'],129500.0,201990.0
여,20,사무 종사자,한달,47130,42150,11110,중립,자연 선호(중),자연 선호(강),도시 선호(약),도시 선호(약),도시 선호(약),자연 선호(강),도시 선호(중),서울특별시,대전,2인 여행(가족 외),새로운 경험 추구,1,g_g005791,형제/자매,여자,20대,호캉스 여행;신규 여행지 발굴;SNS 인생샷 여행;쇼핑,2023-09-03,2023-09-05,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;시티투어",['택시'],39700.0,['쇼핑 / 구매'],135400.0,175100.0
여,50,전업주부,1년,46150,42210,48220,중립,자연 선호(약),자연 선호(약),중립,자연 선호(약),중립,자연 선호(중),자연 선호(약),서울특별시,충북,부모 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,6,g_g006842,친인척,남자,50대,지역 문화예술/공연/전시시설 관람,2023-08-15,2023-08-17,"역사 유적지 방문;교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문",['자가용(승용/승합/트럭 등등)'],82000.0,['쇼핑 / 구매'],758400.0,840400.0
여,50,전업주부,1년,46150,42210,48220,중립,자연 선호(약),자연 선호(약),중립,자연 선호(약),중립,자연 선호(중),자연 선호(약),서울특별시,충북,부모 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,6,g_g006842,부모,여자,70세이상,지역 문화예술/공연/전시시설 관람,2023-08-15,2023-08-17,"역사 유적지 방문;교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문",['자가용(승용/승합/트럭 등등)'],82000.0,['쇼핑 / 구매'],758400.0,840400.0
여,50,전업주부,1년,46150,42210,48220,중립,자연 선호(약),자연 선호(약),중립,자연 선호(약),중립,자연 선호(중),자연 선호(약),서울특별시,충북,부모 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,6,g_g006842,친인척,여자,50대,지역 문화예술/공연/전시시설 관람,2023-08-15,2023-08-17,"역사 유적지 방문;교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문",['자가용(승용/승합/트럭 등등)'],82000.0,['쇼핑 / 구매'],758400.0,840400.0
여,50,전업주부,1년,46150,42210,48220,중립,자연 선호(약),자연 선호(약),중립,자연 선호(약),중립,자연 선호(중),자연 선호(약),서울특별시,충북,부모 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,6,g_g006842,친인척,여자,50대,지역 문화예술/공연/전시시설 관람,2023-08-15,2023-08-17,"역사 유적지 방문;교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문",['자가용(승용/승합/트럭 등등)'],82000.0,['쇼핑 / 구매'],758400.0,840400.0
여,50,전업주부,1년,46150,42210,48220,중립,자연 선호(약),자연 선호(약),중립,자연 선호(약),중립,자연 선호(중),자연 선호(약),서울특별시,충북,부모 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,6,g_g006842,배우자,남자,50대,지역 문화예술/공연/전시시설 관람,2023-08-15,2023-08-17,"역사 유적지 방문;교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문",['자가용(승용/승합/트럭 등등)'],82000.0,['쇼핑 / 구매'],758400.0,840400.0
여,50,전업주부,1년,46150,42210,48220,중립,자연 선호(약),자연 선호(약),중립,자연 선호(약),중립,자연 선호(중),자연 선호(약),서울특별시,충북,부모 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,6,g_g006842,친인척,남자,50대,지역 문화예술/공연/전시시설 관람,2023-08-15,2023-08-17,"역사 유적지 방문;교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문",['자가용(승용/승합/트럭 등등)'],82000.0,['쇼핑 / 구매'],758400.0,840400.0
남,50,사무 종사자,1년,44180,50110,42150,자연 선호(강),자연 선호(강),중립,중립,도시 선호(강),자연 선호(약),자연 선호(강),자연 선호(중),충청북도,충남,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",3,g_g000556,배우자,여자,40대,쇼핑;SNS 인생샷 여행,2023-05-19,2023-05-22,SNS 인생샷 여행;쇼핑;지역 문화예술/공연/전시시설 관람,"['KTX/SRT(고속열차)', '새마을/무궁화열차', '택시']",44600.0,['환승/경유'],221800.0,266400.0
남,50,사무 종사자,1년,44180,50110,42150,자연 선호(강),자연 선호(강),중립,중립,도시 선호(강),자연 선호(약),자연 선호(강),자연 선호(중),충청북도,충남,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",3,g_g000556,자녀,남자,~9세이하,쇼핑;SNS 인생샷 여행,2023-05-19,2023-05-22,SNS 인생샷 여행;쇼핑;지역 문화예술/공연/전시시설 관람,"['KTX/SRT(고속열차)', '새마을/무궁화열차', '택시']",44600.0,['환승/경유'],221800.0,266400.0
남,50,사무 종사자,1년,44180,50110,42150,자연 선호(강),자연 선호(강),중립,중립,도시 선호(강),자연 선호(약),자연 선호(강),자연 선호(중),충청북도,충남,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",3,g_g000556,자녀,여자,~9세이하,쇼핑;SNS 인생샷 여행,2023-05-19,2023-05-22,SNS 인생샷 여행;쇼핑;지역 문화예술/공연/전시시설 관람,"['KTX/SRT(고속열차)', '새마을/무궁화열차', '택시']",44600.0,['환승/경유'],221800.0,266400.0
여,30,전문가 및 관련 종사자,한달,50130,26500,42150,도시 선호(약),자연 선호(강),자연 선호(중),중립,도시 선호(약),도시 선호(약),자연 선호(중),자연 선호(약),전라남도,대전,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g000545,없음,없음,없음,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;지역 문화예술/공연/전시시설 관람",2023-05-28,2023-05-30,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;쇼핑",['KTX/SRT(고속열차)'],41300.0,['취식'],109600.0,150900.0
남,50,기타,1년,41280,41670,44760,자연 선호(강),자연 선호(강),중립,자연 선호(강),도시 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),전라북도,충남,3대 동반 여행(친척 포함),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",4,g_g003104,자녀,남자,~9세이하,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;호캉스 여행",2023-07-02,2023-07-04,"시티투어;호캉스 여행;테마파크, 놀이시설, 동/식물원 방문",['자가용(승용/승합/트럭 등등)'],53200.0,"['체험 활동 / 입장 및 관람', '취식', '휴식']",363600.0,416800.0
남,50,기타,1년,41280,41670,44760,자연 선호(강),자연 선호(강),중립,자연 선호(강),도시 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),전라북도,충남,3대 동반 여행(친척 포함),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",4,g_g003104,친인척,남자,40대,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;호캉스 여행",2023-07-02,2023-07-04,"시티투어;호캉스 여행;테마파크, 놀이시설, 동/식물원 방문",['자가용(승용/승합/트럭 등등)'],53200.0,"['체험 활동 / 입장 및 관람', '취식', '휴식']",363600.0,416800.0
남,50,기타,1년,41280,41670,44760,자연 선호(강),자연 선호(강),중립,자연 선호(강),도시 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),전라북도,충남,3대 동반 여행(친척 포함),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",4,g_g003104,배우자,남자,40대,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;호캉스 여행",2023-07-02,2023-07-04,"시티투어;호캉스 여행;테마파크, 놀이시설, 동/식물원 방문",['자가용(승용/승합/트럭 등등)'],53200.0,"['체험 활동 / 입장 및 관람', '취식', '휴식']",363600.0,416800.0
남,50,기타,1년,41280,41670,44760,자연 선호(강),자연 선호(강),중립,자연 선호(강),도시 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),전라북도,충남,3대 동반 여행(친척 포함),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",4,g_g003104,부모,여자,60대,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;호캉스 여행",2023-07-02,2023-07-04,"시티투어;호캉스 여행;테마파크, 놀이시설, 동/식물원 방문",['자가용(승용/승합/트럭 등등)'],53200.0,"['체험 활동 / 입장 및 관람', '취식', '휴식']",363600.0,416800.0
남,20,학생,1년,27110,50110,42760,중립,자연 선호(중),중립,자연 선호(약),도시 선호(강),중립,자연 선호(약),자연 선호(강),경기도,충남,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g008434,없음,없음,없음,종교/성지 순례;역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람,2023-08-23,2023-08-26,역사 유적지 방문;종교/성지 순례;시티투어,"['지하철', '택시']",8300.0,['단순 구경 / 산책 / 걷기'],131600.0,139900.0
여,20,학생,기타,50130,47130,26350,자연 선호(강),중립,도시 선호(약),도시 선호(중),도시 선호(중),자연 선호(중),자연 선호(약),도시 선호(중),전라북도,충남,나홀로 여행,기타,0,g_g011999,없음,없음,없음,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;인플루언서 따라하기 여행;시티투어;지역 문화예술/공연/전시시설 관람",2023-09-09,2023-09-10,"교육/체험 프로그램 참가;지역 문화예술/공연/전시시설 관람;테마파크, 놀이시설, 동/식물원 방문","['새마을/무궁화열차', '택시']",70350.0,"['체험 활동 / 입장 및 관람', '취식']",60400.0,130750.0
남,30,사무 종사자,1년,26350,50110,44150,자연 선호(중),중립,자연 선호(강),중립,도시 선호(강),도시 선호(약),자연 선호(중),도시 선호(약),서울특별시,충남,2인 가족 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g001086,부모,여자,60대,Well-ness 여행;SNS 인생샷 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람,2023-06-03,2023-06-05,역사 유적지 방문;신규 여행지 발굴;Well-ness 여행,['지하철'],8200.0,['단순 구경 / 산책 / 걷기'],136800.0,145000.0
여,40,전문가 및 관련 종사자,1년,50130,48840,42150,자연 선호(중),자연 선호(강),자연 선호(중),자연 선호(약),자연 선호(중),중립,자연 선호(중),도시 선호(약),전라북도,전북,부모 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,4,g_g000734,자녀,남자,~9세이하,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행",2023-05-27,2023-05-29,"Well-ness 여행;SNS 인생샷 여행;테마파크, 놀이시설, 동/식물원 방문",['자가용(승용/승합/트럭 등등)'],50000.0,['취식'],191500.0,241500.0
여,40,전문가 및 관련 종사자,1년,50130,48840,42150,자연 선호(중),자연 선호(강),자연 선호(중),자연 선호(약),자연 선호(중),중립,자연 선호(중),도시 선호(약),전라북도,전북,부모 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,4,g_g000734,부모,여자,60대,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행",2023-05-27,2023-05-29,"Well-ness 여행;SNS 인생샷 여행;테마파크, 놀이시설, 동/식물원 방문",['자가용(승용/승합/트럭 등등)'],50000.0,['취식'],191500.0,241500.0
여,40,전문가 및 관련 종사자,1년,50130,48840,42150,자연 선호(중),자연 선호(강),자연 선호(중),자연 선호(약),자연 선호(중),중립,자연 선호(중),도시 선호(약),전라북도,전북,부모 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,4,g_g000734,배우자,남자,30대,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행",2023-05-27,2023-05-29,"Well-ness 여행;SNS 인생샷 여행;테마파크, 놀이시설, 동/식물원 방문",['자가용(승용/승합/트럭 등등)'],50000.0,['취식'],191500.0,241500.0
여,40,전문가 및 관련 종사자,1년,50130,48840,42150,자연 선호(중),자연 선호(강),자연 선호(중),자연 선호(약),자연 선호(중),중립,자연 선호(중),도시 선호(약),전라북도,전북,부모 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,4,g_g000734,부모,남자,60대,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행",2023-05-27,2023-05-29,"Well-ness 여행;SNS 인생샷 여행;테마파크, 놀이시설, 동/식물원 방문",['자가용(승용/승합/트럭 등등)'],50000.0,['취식'],191500.0,241500.0
여,40,기타,1주일,42210,11680,46130,중립,자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(약),도시 선호(강),자연 선호(강),도시 선호(강),대전광역시,충북,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,4,g_g011813,자녀,여자,~9세이하,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;시티투어;지역 문화예술/공연/전시시설 관람;교육/체험 프로그램 참가;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행",2023-09-23,2023-09-24,지역 문화예술/공연/전시시설 관람;교육/체험 프로그램 참가;Well-ness 여행,['자가용(승용/승합/트럭 등등)'],33100.0,['체험 활동 / 입장 및 관람'],64500.0,97600.0
여,40,기타,1주일,42210,11680,46130,중립,자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(약),도시 선호(강),자연 선호(강),도시 선호(강),대전광역시,충북,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,4,g_g011813,자녀,남자,~9세이하,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;시티투어;지역 문화예술/공연/전시시설 관람;교육/체험 프로그램 참가;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행",2023-09-23,2023-09-24,지역 문화예술/공연/전시시설 관람;교육/체험 프로그램 참가;Well-ness 여행,['자가용(승용/승합/트럭 등등)'],33100.0,['체험 활동 / 입장 및 관람'],64500.0,97600.0
여,40,기타,1주일,42210,11680,46130,중립,자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(약),도시 선호(강),자연 선호(강),도시 선호(강),대전광역시,충북,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,4,g_g011813,배우자,남자,40대,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;시티투어;지역 문화예술/공연/전시시설 관람;교육/체험 프로그램 참가;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행",2023-09-23,2023-09-24,지역 문화예술/공연/전시시설 관람;교육/체험 프로그램 참가;Well-ness 여행,['자가용(승용/승합/트럭 등등)'],33100.0,['체험 활동 / 입장 및 관람'],64500.0,97600.0
여,40,기타,1주일,42210,11680,46130,중립,자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(약),도시 선호(강),자연 선호(강),도시 선호(강),대전광역시,충북,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,4,g_g011813,자녀,여자,~9세이하,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;시티투어;지역 문화예술/공연/전시시설 관람;교육/체험 프로그램 참가;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행",2023-09-23,2023-09-24,지역 문화예술/공연/전시시설 관람;교육/체험 프로그램 참가;Well-ness 여행,['자가용(승용/승합/트럭 등등)'],33100.0,['체험 활동 / 입장 및 관람'],64500.0,97600.0
여,20,기능원 및 관련 기능 종사자,한달,50130,48310,27200,자연 선호(중),자연 선호(중),자연 선호(강),자연 선호(중),자연 선호(강),자연 선호(중),자연 선호(중),도시 선호(중),부산광역시,대전,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g004239,친구,여자,20대,쇼핑;드라마 촬영지 방문;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람;유흥/오락(나이트라이프),2023-07-29,2023-07-30,쇼핑;드라마 촬영지 방문;지역 문화예술/공연/전시시설 관람,"['KTX/SRT(고속열차)', '지하철']",35500.0,['취식'],116700.0,152200.0
