TRAVEL_ID,VISIT_AREA_ID,ACTIVITY_TYPE_CD,ACTIVITY_TYPE_SEQ,CONSUME_HIS_SEQ,CONSUME_HIS_SNO,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD
g_g002918,2306180004,1,0,0,1,3,3020380707,소정,충북 옥천군 군북면 성왕로 1837,충북 옥천군 군북면 소정리 220,3242021,4373038031,2023-06-18 12:59,1,16000,,
g_g002918,2306180008,1,0,0,1,3,1973601132,골목쌈밥,충북 옥천군 옥천읍 향수길 75-6,충북 옥천군 옥천읍 상계리 37-2,4526438,4373025023,2023-06-18 18:33,1,22000,제육우렁쌈밥,
g_g002918,2306190002,1,0,0,1,3,3020541066,호수위의 찻집,충북 옥천군 군북면 방아실길 248,충북 옥천군 군북면 대정리 100-10,4526140,4373038025,2023-06-19 10:24,1,11000,I)아메리카노;블루베리에이드,
g_g002918,2306190003,1,0,0,1,3,3020612646,옥천묵집,충북 옥천군 옥천읍 향수7길 8,충북 옥천군 옥천읍 하계리 24-1,4526435,4373025024,2023-06-19 12:26,1,23000,도토리묵밥;도토리파전,
g_g002918,2306190004,1,0,0,1,3,3058148738,옛맛솜씨,대전 중구 대종로 476,대전 중구 은행동 157-2,3010004,3014010100,2023-06-19 00:00,1,10000,한국흑깨빙수,
g_g002918,2306180004,3,1,1,0,3,,홍차가게소정,소정리 220,,,,,1,8000,,4373038000
g_g002918,2306180005,1,1,1,1,3,4832001901,임옥희우리차,충북 옥천군 옥천읍 삼금로5길 5-14,충북 옥천군 옥천읍 금구리 5-68,4526171,4373025036,2023-06-18 15:27,3,5000,,
g_g002918,2306180008,1,1,1,1,3,3020456295,세븐일레븐,충북 옥천군 옥천읍 매동로 145-1,충북 옥천군 옥천읍 동안리 42,3242010,4373025026,2023-06-18 18:53,1,13000,바프)콘스프맛바프볼;해태)바밤바;롯데)와일드바디;CJ)비비고 볶은김치;덴마크)드링킹 사과,
g_g002918,2306190004,2,1,1,1,3,3058148738,성심당본점,대전 중구 대종로480번길 15,대전 중구 은행동 145-1,4295158,3014010100,2023-06-19 00:00,1,24200,튀김소보로;판타롱부추빵;상큼블루베리파이;애플브리치즈;단팥빵,
g_g002918,2306190002,3,1,1,1,3,3020439812,수생식물학습원,충북 옥천군 군북면 방아실길 248,충북 옥천군 군북면 대정리 100-10,4526140,4373038025,2023-06-19 09:57,1,10000,입장권,
g_g002928,2307040002,1,0,0,0,1,,이마트24,서울 서초구 신반포로 176,,,,,1,2300,,1165010700
g_g002928,2307040006,1,0,0,0,1,,츄룹,광주 동구 문화전당로35번길 3 1층,,,,,1,4500,,2911011300
g_g002928,2307040008,1,0,0,1,1,7213700739,마요네즈,광주 동구 문화전당로35번길 20,광주 동구 불로동 129,4277099,2911011600,2023-07-04 20:03,1,48600,닭다리살대파;삼겹팽이말이;삼겹부추말이;삼겹대파말이;베이컨아스파라거스,
g_g002928,2307040009,1,0,0,1,1,4081439195,트뤼포,광주 동구 문화전당로35번길 9,광주 동구 광산동 60-3,4277099,2911011300,2023-07-04 22:33,1,44000,,
g_g002928,2307050003,1,0,0,1,1,7640201709,츄룹,광주 동구 문화전당로35번길 3,광주 동구 광산동 57,4277099,2911011300,2023-07-05 12:55,1,4500,1컵 두가지맛,
g_g002928,2307040002,1,1,1,0,1,,이디야,서울 서초구 신반포로 176 센트럴시티빌딩 1층,,,,,1,3200,,1165010700
g_g002933,2306180003,1,0,0,1,2,6334300471,밀크레페,전남 담양군 월산면 담장로 67,전남 담양군 월산면 화방리 205-1,3017022,4671039030,2023-06-18 14:25,1,30500,자몽에이드;초콜릿라떼(ice);복숭아크레페 단품,
g_g002933,2306180004,1,0,0,1,2,4092166510,옛날진미국수,전남 담양군 담양읍 객사3길 26,전남 담양군 담양읍 객사리 211-5,4658016,4671025024,2023-06-18 16:01,1,16000,,
g_g002933,2306180002,3,0,0,1,2,1048533057,딜라이트 담양(전시장),전남 담양군 월산면 화방송정길 21-14,전남 담양군 월산면 화방리 609-6,4658411,4671039030,2023-06-18 12:33,1,34000,입장권,
g_g002933,2306180002,3,0,0,2,2,1048533057,딜라이트 담양,전남 담양군 월산면 화방송정길 21-14,전남 담양군 월산면 화방리 609-6,4658411,4671039030,2023-06-18 14:03,1,10500,,
g_g002933,2306180006,1,1,1,1,2,2668800933,(유)승일,전남 담양군 담양읍 중앙로 98-1,전남 담양군 담양읍 객사리 226-1,3286024,4671025024,2023-06-18 17:51,1,38000,(따)돼지갈비,
g_g002933,2306180006,3,2,2,1,2,4098301515,담양군청(죽녹원),전남 담양군 담양읍 죽녹원로 119,,3286015,4671025027,2023-06-18 17:04,1,6000,입장권,
g_g002933,2306180006,1,3,3,1,2,5773300420,창평국밥,전남 담양군 창평면 사동길 12-12,전남 담양군 창평면 창평리 250,4658172,4671034021,2023-06-18 18:16,1,24000,,
g_g002943,2306240010,3,0,0,0,2,,충주 고구려 천문과학관,묘곡내공길100,,,,,1,40000,,4313038500
g_g002943,2306240004,1,0,0,1,2,2337200117,김가네보리밥,강원특별자치도 원주시 흥업면 북원로 1507-2,강원특별자치도 원주시 흥업면 매지리 411-1,3219073,5113037022,2023-06-24 12:38,1,24000,보리밥,
g_g002943,2306240009,1,0,0,1,2,3663300330,중원갈비탕,충북 충주시 앙성면 가곡로 1505,충북 충주시 앙성면 능암리 623-5,3197001,4313037034,2023-06-24 19:00,1,18000,,
g_g002944,2306180003,1,0,0,1,5,3130552734,정운횟집,충남 보령시 대천항1길 188,,4556136,4418011000,2023-06-18 13:59,1,61000,,
g_g002944,2306180006,1,1,1,1,5,3130431862,카페 파스쿠찌,충남 보령시 해수욕장4길 18,,4556658,4418011000,2023-06-18 15:33,1,14800,아이스 바닐라 라떼;아이스 아메리카노,
g_g002944,2306180006,1,3,3,1,5,7388601374,유진카페(주)세종,충남 보령시 대해로 897-13,,3252011,4418011000,2023-06-18 15:15,1,8000,,
g_g002944,2306180006,1,4,4,1,5,7388601374,제주커피(주),충남 보령시 대해로 897-11,충남 보령시 신흑동 1994,3252011,4418011000,2023-06-18 15:18,1,6000,,
g_g002946,2306190002,1,0,0,1,1,3111129674,에이스식당,충남 당진시 면천면 면천서문1길 70,충남 당진시 면천면 성상리 768-1,4832256,4427035021,2023-06-19 12:35,1,9000,,
g_g002946,2306190004,1,0,0,1,1,8240902386,크래프트1153,충남 당진시 합덕읍 면천로 1153,충남 당진시 합덕읍 도곡리 378-51,3265028,4427025022,2023-06-19 14:45,1,5500,오로라 자몽에이드,
g_g002946,2306190007,1,0,0,1,1,1243421330,해뜨는집,충남 당진시 송악읍 한진포구길 40,충남 당진시 송악읍 한진리 105,4595666,4427025337,2023-06-19 21:46,1,33000,,
g_g002946,2306200003,1,0,0,1,1,7037200407,치타노우바,충남 당진시 합덕읍 신리1길 37-6,충남 당진시 합덕읍 신리 190-1,4595418,4427025029,2023-06-20 13:11,1,11000,아이스 캐모마일;애플 파이,
g_g002946,2306190003,3,0,0,1,1,3978500328,(주)태신목장 ,충남 예산군 고덕면 몽곡상몽길 373-7,,4589159,4481038023,2023-06-19 13:02,1,11000,입장권,
g_g002946,2306190005,3,0,0,1,1,8599900105,아미미술관,충남 당진시 순성면 남부로 753-4,,3265118,4427036030,2023-06-19 16:21,1,6000,,
g_g002946,2306190006,2,2,2,1,1,3110970660,현대마트,충남 당진시 송악읍 한진포구길 27,충남 당진시 송악읍 한진리 113-1,4595666,4427025337,2023-06-19 21:51,1,1000,해태)파워캡 레드피치,
g_g002949,2307080003,1,0,0,1,4,2148608930,오수(광양)휴게소,전북 임실군 오수면 순천완주고속도로 73,전북 임실군 오수면 오산리 675-18,1000014,4575035529,2023-07-08 11:45,1,8000,바삭어포,
g_g002949,2307080004,1,0,0,1,4,2893200507,광주식당,전남 화순군 백아면 옥리길 32,전남 화순군 백아면 옥리 583-4,4673327,4679039522,2023-07-08 13:25,1,58000,,
g_g002949,2307080005,1,0,0,1,4,5473300623,비비큐화순금호리조트점,전남 화순군 백아면 옥리길 14-21,전남 화순군 백아면 옥리 589,4673327,4679039522,2023-07-08 20:12,1,46000,,
g_g002949,2307090004,1,0,0,1,4,7392801358,시안,전남 담양군 가사문학면 가사문학로 1128,전남 담양군 가사문학면 연천리 389-3,3286001,4671033523,2023-07-09 13:50,1,80000,,
g_g002949,2307090003,3,0,0,1,4,4088300944,화순군청,전남 화순군 화순읍 동헌길 23,전남 화순군 화순읍 훈리 35,4673130,4679025025,2023-07-09 11:13,1,40000,입장권,
g_g002949,2307080003,1,0,0,2,4,2148608930,오수하(광양)휴게소,전북 임실군 오수면 순천완주고속도로 73,전북 임실군 오수면 오산리 675-18,1000014,4575035529,2023-07-08 11:34,1,5000,순살치즈왕닭꼬치,
g_g002949,2307080003,1,0,0,3,4,2148608930,오수하(광양)휴게소,전북 임실군 오수면 순천완주고속도로 73,전북 임실군 오수면 오산리 675-18,1000014,4575035529,2023-07-08 11:29,1,12000,미니츄러스;소떡소떡,
g_g002949,2307080003,1,0,0,4,4,2148608930,임실치즈,전북 임실군 오수면 순천완주고속도로 73,전북 임실군 오수면 오산리 675-18,1000014,4575035529,2023-07-08 11:47,1,4000,임)구워먹는치즈,
g_g002949,2307080005,3,1,1,1,4,2208183676,주식회사 지마켓,서울 강남구 테헤란로 152,서울 강남구 역삼동 737,3122010,1168010100,,1,96000,,
g_g002949,2307090005,3,1,1,1,4,,담양 메타세쿼이아 랜드,전남 담양군 담양읍 메타세쿼이아로 12,전남 담양군 담양읍 학동리 583-4,3286004,4671025033,2023-07-09 14:40,1,10100,입장권,
g_g002949,2307080005,3,1,1,2,4,1428103111,금호리조트/아쿠아나,전남 화순군 백아면 옥리길 14-7,,4673327,4679039522,2023-07-08 18:25,1,28000,워터파크 입장권,
g_g002952,2306300014,2,0,0,0,2,,도도하라,49-7 (구영3길 68),,,,,5,10000,,4513010500
g_g002952,2306300005,1,0,0,1,2,5081997184,지린성,전북 군산시 미원로 87,,3268033,4513012900,2023-06-30 12:23,1,21000,,
g_g002952,2307010002,1,0,0,1,2,3081052264,명궁칼국수,전북 군산시 구영4길 16-6,전북 군산시 영화동 24-3,4604088,4513011900,2023-07-01 11:37,1,16000,칼국수,
g_g002952,2307010003,1,0,0,1,2,4121501171,양과점1925,전북 군산시 구영5길 105,전북 군산시 영화동 17-14,4604089,4513011900,2023-07-01 11:41,1,22600,"아메리카노(아이스);양과점라떼;뽀또,오레오;크럼블류",
g_g002952,2307010006,1,0,0,1,2,4018123812,(주)이성당CAFE,전북 익산시 중앙로 12-1,,3269061,4514010300,2023-07-01 14:19,1,3000,아이스케끼,
g_g002952,2306300002,2,0,0,1,2,1208185957,에이치디씨아이파크몰주식회사,서울 용산구 한강대로23길 55,,4106418,1117012800,2023-06-30 08:27,1,7000,,
g_g002952,2306300007,2,0,0,1,2,4018123812,(주)이성당,전북 군산시 중앙로 177,전북 군산시 중앙로1가 12-2,3268096,4513011800,2023-06-30 13:00,1,2700,단팥빵;먹물치즈빵,
g_g002952,2306300015,2,0,0,1,2,4010195425,순돌이곱창,전북 군산시 우체통거리2길 43-9,전북 군산시 신창동 18-2,4857194,4513010500,2023-06-30 18:16,1,35000,,
g_g002952,2307010004,3,0,0,1,2,4018300021,군산근대역사박물관,전북 군산시 해망로 240,전북 군산시 장미동 1-67,3268109,4513012000,2023-07-01 12:36,1,4000,입장권,
g_g002952,2306300006,2,1,1,1,2,7102601159,와니디저트카페,전북 군산시 미원로 79-1,전북 군산시 삼학동 265-45,3268033,4513011100,2023-06-30 12:32,1,3000,,
g_g002952,2307010006,2,1,1,1,2,4018123812,(주)이성당,전북 군산시 중앙로 177,전북 군산시 중앙로1가 12-2,3268096,4513011800,2023-07-01 14:12,1,21700,고로케;단팥빵;모찌모찌 크림치즈;야채빵;홍국생크림앙금빵,
g_g002952,2306300003,1,2,2,1,2,4513300185,GS25,전북 군산시 중앙로 192,전북 군산시 중앙로1가 7-4,3268096,4513011800,2023-06-30 18:31,1,13200,,
g_g002953,2307080004,1,0,0,0,4,,반월소바,해월로132,,,,,1,35000,,4423010200
g_g002953,2307090003,1,0,0,0,4,,민스시,시민로 307번길17,,,,,1,48000,,4423011000
g_g002955,2306210003,1,0,0,1,1,3058148738,테라스키친,대전 중구 대종로480번길 15,대전 중구 은행동 145-1,4295158,3014010100,2023-06-21 00:00,1,8500,돈까스볼케이노필라,
g_g002955,2306210006,1,0,0,1,1,5727300227,오시우커피(ocio coffee),대전 중구 목척8길 37,대전 중구 은행동 137-19,4295292,3014010100,2023-06-21 11:57,1,6000,오시우플로트,
g_g002955,2306210007,2,0,0,1,1,3058148738,로쏘주식회사 성심당본점,대전 중구 대종로480번길 15,대전 중구 은행동 145-1,4295158,3014010100,2023-06-21 00:00,3,54900,"삼총사(구마2,튀소2);파이만주(8EA)세트;시월의무화과;토요빵;찹쌀주먹밥",
g_g002955,2306210008,2,0,0,1,1,3058148738,루쏘주식회사 케익부띠끄,대전 중구 대종로 480,대전 중구 은행동 153,3010004,3014010100,2023-06-21 00:00,1,18300,열다섯겹크레페;무화과타르트(미니);사과3개타르트;초코체리피낭시에;아이스팩(소),
g_g002955,2306210003,2,2,2,0,1,,중앙로역 무인물품보관함,216,,,,,1,4000,,3014010500
g_g002955,2306200004,1,2,2,1,1,1018676277,버거킹,경기 수원시 팔달구 덕영대로 924,경기 수원시 팔달구 매산로1가 18,3012001,4111513400,2023-06-20 12:12,1,2500,치즈스틱21,
g_g002955,2306200004,2,3,3,1,1,5380202147,내솔약국,경기 수원시 장안구 송원로 71,경기 수원시 장안구 송죽동 506-2,3174005,4111113500,2023-06-20 09:47,1,11200,조제;라니아정,
g_g002963,2306250004,1,0,0,1,2,5940201468,어센틱코어센틱코튼,대전 서구 대덕대로161번길 31,대전 서구 갈마동 1027,4298164,3017011100,2023-06-25 18:51,1,64000,뇨끼;음료;플랫아이언;에그베네딕트,
g_g002963,2306260001,1,0,0,1,2,1838800512,(주)대전신세계,대전 유성구 엑스포로 1,대전 유성구 도룡동 3-1,3167043,3020012700,2023-06-26 13:13,1,7800,아이스크림1스쿱;마쉬멜로콘,
g_g002963,2306260003,1,0,0,1,2,6353001156,천지양꼬치 2호점,경기 수원시 팔달구 고매로 1,,3176002,4111513700,2023-06-26 20:43,1,102900,통양갈비+양꼬치;마라갈비;꿔바오러우;계란볶음밥;음료수,
g_g002963,2306260004,1,0,0,1,2,4071119875,스톤,경기 수원시 팔달구 덕영대로895번길 15,경기 수원시 팔달구 매산로1가 114-9,4328122,4111513400,2023-06-26 21:02,1,48000,콜드블루;디카페인;아메리카노;오렌지선셋;흑임자치즈케이크,
g_g002963,2306260002,2,0,0,1,2,1078657147,대전2층전문제과(성심당),대전 동구 중앙로 215,대전 동구 정동 1-1,3164033,3011011900,2023-06-26 00:00,1,2800,크리미튀소(순),
g_g002963,2306250005,3,0,0,1,2,3138508754,메가박스 아트앤사이언스,대전 유성구 엑스포로 1,대전 유성구 도룡동 3-1,3167043,3020012700,2023-06-25 19:54,1,0,관람권,
g_g002963,2306260001,1,0,0,2,2,1838800512,(주)대전신세계,대전 유성구 엑스포로 1,대전 유성구 도룡동 3-1,3167043,3020012700,2023-06-26 12:31,1,15000,전주 돌솥비빔밥 계란찜,
g_g002963,2306260001,1,0,0,3,2,1838800512,(주)대전신세계,대전 유성구 엑스포로 1,대전 유성구 도룡동 3-1,3167043,3020012700,2023-06-26 12:31,3,12000,해물순두부,
g_g002963,2306250005,1,1,1,1,2,3138508754,메가박스,대전 유성구 엑스포로 1,대전 유성구 도룡동 3-1,3167043,3020012700,2023-06-25 19:58,1,9000,탄산R;카라멜팝콘R,
g_g002967,2306250003,1,0,0,1,2,3141514066,만년건강보리밥,대전 서구 만년남로11번길 43,대전 서구 만년동 168,4298348,3017012800,2023-06-25 13:32,1,29000,,
g_g002967,2306250007,1,0,0,1,2,1812001117,파스쿠찌,대전 유성구 대학로 291,,3167083,3020012400,2023-06-25 16:06,1,16300,그린티그라니따;아메리카노;골드샷 추가,
g_g002974,2307080002,1,0,0,1,5,8160400209,수안보 이가네 손짜장,충북 충주시 수안보면 장터2길 30-1,,4515239,4313032521,2023-07-08 13:10,1,83000,,
g_g002974,2307090001,1,0,0,1,5,5686500034,구드래 보리밥,충남 부여군 부여읍 나성로 118-17,충남 부여군 부여읍 구아리 66-3,3259030,4476025029,2023-07-09 13:43,1,65000,보리밥정식;보리밥;공기밥;청국장정식,
g_g002974,2307090003,1,0,0,1,5,3080727144,에펠제과,충남 부여군 부여읍 중앙로 3,충남 부여군 부여읍 구아리 199-1,3259239,4476025029,2023-07-09 17:04,1,12000,,
g_g002974,2307080004,2,0,0,1,5,3128541842,롯데슈퍼,충남 천안시 서북구 백석4길 21,충남 천안시 서북구 백석동 889,4550206,4413310300,2023-07-08 22:20,1,47530,롯데클라우드생드래프트(캔);오리온도도한나쵸오리지날;해태초코홈런볼;HBAF와사비맛땅콩;아삭한복숭아,
g_g002975,2306200005,1,0,0,1,2,1372236762,밥상위의보약한첩,충북 제천시 청풍면 배시론로 40,충북 제천시 청풍면 물태리 290-6,3239028,4315032041,2023-06-20 13:14,1,45000,,
g_g002975,2306200007,1,0,0,1,2,1268501540,여주(인천)휴게소,경기 여주시 가남읍 화평길 116,경기 여주시 가남읍 본두리 677-2,4442499,4167025032,2023-06-20 18:01,1,20000,매운돼지갈비찜;한우국밥,
g_g002975,2306200003,3,1,1,1,2,3048302387,제천시청,충북 제천시 청풍면 청풍호로 2048,충북 제천시 청풍면 물태리 산 6-20,3239070,4315032041,2023-06-20 09:30,1,9000,청풍문화재단지 입장권,
g_g002975,2306200002,1,2,2,1,2,6881901515,얌샘,서울 성동구 독서당로 295-1,서울 성동구 금호동3가 412,3005014,1120011100,2023-06-20 05:58,1,10500,,
g_g002975,2306200006,1,2,2,1,2,7604001067,물태리빵집,충북 제천시 청풍면 청풍호로58길 16-4,충북 제천시 청풍면 물태리 133-70,4518040,4315032041,2023-06-20 13:19,1,8500,홍차무화과빵;마카티아;치즈빵,
g_g002975,2306200003,1,3,3,1,2,3040526469,덩실분식,충북 제천시 독순로6길 5,충북 제천시 의림동 46-7,4517283,4315010100,2023-06-20 08:52,1,7200,덩실찹쌀떡6개,
g_g002983,2306280003,1,0,0,1,1,4024311850,삼백집,전북 전주시 완산구 전주객사2길 22,,4598333,4511111700,2023-06-28 07:33,1,10000,한우선지온반 ,
g_g002983,2306280004,1,0,0,1,1,6531401042,카페연주,전북 완주군 구이면 모악산길 111-6,전북 완주군 구이면 원기리 1068-7,4619113,4571035025,2023-06-28 13:20,1,6500,딸기 스무디,
g_g002983,2306280005,1,0,0,1,1,1840701043,에덴수산,전북 전주시 덕진구 영동길 84,전북 전주시 덕진구 장동 산 130-2,4601333,4511313200,2023-06-28 14:22,1,30000,향어회,
g_g002983,2306290001,1,0,0,1,1,6938602823,주식회사 나루봄,전북 전주시 완산구 은행로 38,전북 전주시 완산구 풍남동3가 76-23,3266057,4511111000,2023-06-29 10:58,1,15000,,
g_g002983,2306290001,2,1,1,1,1,4028532364,PNB풍년제과,전북 전주시 완산구 은행로 61,전북 전주시 완산구 교동 67-2,3266057,4511111800,2023-06-29 11:03,1,17300,빵,
g_g002983,2306280004,6,2,2,1,1,4070199564,운암터미널슈퍼,전북 임실군 운암면 임운로 1887-1,전북 임실군 운암면 쌍암리 826-3,3277030,4575032026,2023-06-28 11:38,1,2400,,
g_g002985,2307020002,1,0,0,1,1,2178601300,농업회사법인(주)이한영생가,전남 강진군 성전면 백운로 107,,3293054,4681036021,2023-07-02 15:41,1,7000,월산홍차,
g_g002986,2306240009,3,0,0,0,5,,티켓링크,대왕판교로645번길 16 NHN 플레이뮤지엄,,,,,1,33500,,4113510800
g_g002986,2306240003,1,0,0,1,5,4581600078,틈,전북 군산시 구영6길 125-1,전북 군산시 영화동 11-9,4604090,4513011900,2023-06-24 10:30,1,33000,밤라떼ICE;카페라떼;카페라떼ICE;블루베리스무디;티라미슈,
g_g002986,2306240004,1,0,0,1,5,3081351820,영동반점,전북 군산시 우체통거리2길 29,전북 군산시 신창동 20-14,4857194,4513010500,2023-06-24 12:26,1,52000,간짜장-곱빼기;탕수육(중);차돌박이짬뽕;짬뽕;공기밥,
g_g002986,2306240007,1,0,0,1,5,4692301319,소현고택,전북 군산시 구영3길 22-1,전북 군산시 월명동 8-19,4604087,4513010400,2023-06-24 13:23,1,9000,아메리카노ice,
g_g002986,2306240002,2,0,0,1,5,4048503870,엔에이치유통(주)고인돌(서울방향)휴게소,전북 고창군 고창읍 서해안고속도로 80,,1000007,4579025034,2023-06-24 09:12,3,8300,친친치즈빅;썬핫스파이시;말랑카우밀크,
g_g002986,2306240008,2,0,0,1,5,4018123812,(주)이성당,전북 군산시 중앙로 177,전북 군산시 중앙로1가 12-2,3268096,4513011800,2023-06-24 13:57,1,40000,단팥빵,
g_g002987,2307010003,1,0,0,1,1,5268601427,카페 보리,전남 영광군 백수읍 해안로 787,,3298054,4687025321,2023-07-01 18:01,1,15000,보리미수;콜드브루,
g_g002988,2306200003,1,0,0,1,2,1058791919,윤옥푸드(지오엠아이앤씨),서울 송파구 백제고분로17길 9,서울 송파구 잠실동 233-6,4169169,1171010100,2023-06-20 18:12,1,32000,,
g_g002988,2306210001,1,0,0,1,2,6820101093,골목우동,대전 서구 만년로18번길 17,대전 서구 만년동 221,4298352,3017012800,2023-06-21 11:35,1,13500,두부튀김우동;새우튀김우동 ,
g_g002988,2306210002,1,0,0,1,2,7208100869,갤러리아 백화점 타임월드,대전 서구 대덕대로 211,대전 서구 둔산동 1036,2010001,3017011200,2023-06-21 13:23,1,13500,아르고티,
g_g002988,2306210005,1,0,0,1,2,4180788507,엄가네시골집24시얼큰한뼈해장,전북 전주시 덕진구 기린대로 419,전북 전주시 덕진구 금암동 711-1,2266001,4511310700,2023-06-21 20:48,1,18000,,
g_g002988,2306210004,2,0,0,1,2,6631100938,소소로와,대전 중구 대종로 451,대전 중구 대흥동 178-2,3010004,3014010500,2023-06-21 18:06,1,11000,기타;(덤덤)누워서일확 엽서,
g_g002988,2306210003,2,0,0,2,2,3058148738,성심당본점,대전 중구 대종로480번길 15,대전 중구 은행동 145-1,4295158,3014010100,2023-06-21 17:08,1,23000,애플브리치즈;소금빵,
g_g002988,2306210002,2,1,1,1,2,3058102955,(주)한화갤러리아타임월드,대전 서구 대덕대로 211,,2010001,3017011200,2023-06-21 15:03,1,6900,하우스와사비;마루우동스프,
g_g002988,2306210002,1,4,4,1,2,3058102955,(주)한화갤러리아타임월드,대전 서구 대덕대로 211,,2010001,3017011200,2023-06-21 15:12,1,7500,고디바선물세트 ,
g_g002988,2306210002,2,5,5,1,2,2208783339,갤러리아 대전점,대전 서구 대덕대로 211,대전 서구 둔산동 1036,2010001,3017011200,2023-06-21 15:56,1,34400,M/T 빨간색;COS 쇼핑백,
g_g002989,2306220002,1,0,0,1,2,5108507128,추풍령(상)휴게소,경북 김천시 봉산면 경부고속도로 214-1,경북 김천시 봉산면 광천리 737-1,1000001,4715037028,2023-06-22 18:45,1,4500,소떡소떡,
g_g002989,2306220005,1,0,0,1,2,3052396735,친친양꼬치,대전 동구 대전로 829-1,대전 동구 정동 13-7,3010002,3011011900,2023-06-22 22:45,1,71000,양꼬치;청도맥주;연태고량주(小) ,
g_g002989,2306230003,1,0,0,1,2,2548800788,(주)태평식품,대전 유성구 온천동로65번길 50,대전 유성구 봉명동 682-2,4301283,3020011100,2023-06-23 11:50,1,17000,내장탕,
g_g002989,2306230004,1,0,0,1,2,5568602577,주식회사 에이트,대전 유성구 한밭대로 458,대전 유성구 궁동 498,2010004,3020012200,2023-06-23 12:06,1,22800,퀸아망;쪽파베이컨크림치즈소금빵;아메리카노(아),
g_g002989,2306230007,1,0,0,1,2,1970300396,진로집,대전 중구 중교로 45-5,,3010017,3014010500,2023-06-23 17:01,1,32500,두부;수육;밥;사리,
g_g002989,2306230002,2,0,0,1,2,8528200348,(사)대전광역시관광협회,대전 동구 중앙로 187-1,대전 동구 중동 26-14,3164033,3011012000,2023-06-23 10:10,1,7000,레진마그넷,
g_g002989,2306230005,3,0,0,1,2,,대전시립미술관,대전 서구 둔산대로 155,대전 서구 만년동 396,2166001,3017012800,2023-06-23 13:18,1,1000,입장권 ,
g_g002989,2306230005,3,0,0,4,2,,대전시립미술관 열린수장고,대전 서구 둔산대로 155,대전 서구 만년동 396,2166001,3017012800,2023-06-23 13:43,1,0,입장권,
g_g002989,2306220004,1,1,1,1,2,3050889022,오씨칼국수,대전 동구 옛신탄진로 13,,3010013,3011011800,2023-06-22 20:52,1,29000,물총;손칼국수;소주,
g_g002989,2306220002,2,1,1,1,2,5108507128,추풍령(상)휴게소,경북 김천시 봉산면 경부고속도로 214-1,경북 김천시 봉산면 광천리 737-1,1000001,4715037028,2023-06-22 18:47,1,4500,에쎄체인지히말라야,
g_g002989,2306230004,2,1,1,1,2,4406100214,이마트24,대전 유성구 온천동로65번길 39,대전 유성구 봉명동 692-1,4301283,3020011100,2023-06-23 11:52,1,4500,에쎄체인지히말라야,
g_g002989,2306230007,2,1,1,1,2,3148511908,성심당,대전 서구 계룡로 598,대전 서구 괴정동 423-1,3010024,3017010800,2023-06-23 15:49,3,32600,맷돌로갈은 통밀빵;명란바게트;애플파이;판타롱부추빵;김치 찹쌀주먹밥,
g_g002991,2307010002,1,0,0,1,2,1838800512,(주)신세계,대전 유성구 엑스포로 1,대전 유성구 도룡동 3-1,3167043,3020012700,2023-07-01 13:42,1,19500,대신에프앤 행사(과),
g_g002991,2307010003,1,0,0,1,2,2018121515,스타벅스,대전 유성구 엑스포로 1,대전 유성구 도룡동 3-1,3167043,3020012700,2023-07-01 14:10,3,12800,G)초콜릿크림칩F;G)바닐라C콜드브루,
g_g002991,2307010007,1,0,0,1,2,2118642619,아웃백,대전 서구 대덕대로 211,,2010001,3017011200,2023-07-01 21:12,1,125250,달링포인트스트립;투움바파스타;레드그랜트버지클래식컬렉션;오지치즈 후라이즈(M),
g_g002991,2307020001,1,0,0,1,2,6991602056,갤러리아몰,대전 서구 대덕대로 211,,2010001,3017011200,2023-07-02 12:39,1,42800,온센텐동;추가마제;추가샐러드;이까텐동;우동추가(기본),
g_g002991,2307020002,1,0,0,1,2,3321201985,무제카페,대전 서구 둔산대로 155,대전 서구 만년동 396,2166001,3017012800,2023-07-02 14:23,1,10000,I아메리카노;수박 쥬스 ,
g_g002991,2307010006,2,0,0,1,2,1838800512,(주)신세계,대전 유성구 엑스포로 1,대전 유성구 도룡동 3-1,3167043,3020012700,2023-07-01 16:22,1,127200,나이키 스포츠(봄) 트레이,
g_g002991,2307010004,3,0,0,1,2,2068689631,(주)엘에스컴퍼니,제주특별자치도 제주시 청사로 11,제주특별자치도 제주시 도남동 573-2,3349193,5011012900,2023-07-01 07:39,1,24900,[대전]엑스포 아쿠아리움 입장권,
g_g002991,2307020003,3,0,0,1,2,3148215539,이응노미술관,대전 서구 둔산대로 157,대전 서구 만년동 396,2166001,3017012800,2023-07-02 15:02,1,1500,입장권 ,
g_g002991,2307010005,1,1,1,1,2,3058148738,케익부띠끄,대전 중구 대종로 480,대전 중구 은행동 153,3010004,3014010100,2023-07-01 00:00,1,32000,과일생케익2호,
g_g002993,2307010003,1,0,0,1,9,6120571680,만리장성,충북 괴산군 칠성면 도정로 55,충북 괴산군 칠성면 도정리 238-10,3246009,4376034021,2023-07-01 14:25,1,49000,,
